songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Summertime Sadness,Lana Del Rey,spotify:track:3BJe4B8zGnqEdQPMvfVjuS,0.565,0.654,1,-6.826,0,0.0335,0.0542,1.8e-06,0.122,0.235,111.968,265427,4,2
Good Girl Gone Bad,Rihanna,spotify:track:1bac5HKoSkHq7oiopsRvIb,0.704,0.547,5,-6.324,0,0.0257,0.0348,0.0,0.104,0.594,94.966,213147,4,1
My Love (feat. T.I.),Justin Timberlake,spotify:track:4NeOWqHmlrGRuBvsLJC9rL,0.771,0.68,11,-5.881,0,0.224,0.277,1.18e-05,0.682,0.808,119.952,276160,4,4
Jos vain voisin (feat. Sophie),Pikku G,spotify:track:0PmMbDHModfv704hcyhO3K,0.653,0.619,7,-7.185,1,0.138,0.0276,0.0,0.33,0.681,84.943,217493,4,5
Big Girls Cry,Sia,spotify:track:75xgoXAGed7jiNDdV8TNOe,0.469,0.592,5,-4.962,1,0.0399,0.0393,0.0,0.105,0.0938,161.996,210613,4,2
Ei (Vain elämää kausi 4),SANNI,spotify:track:6DU6sVOrjjEQKyGmnHJzZ1,0.655,0.725,0,-5.386,0,0.0406,0.011,2.11e-06,0.141,0.63,129.995,186960,4,1
Kavereita,SINI YASEMIN,spotify:track:70bkrlMFeFT6MEoRRoZztn,0.599,0.46,11,-8.259,1,0.0293,0.287,2.23e-06,0.0948,0.288,120.03,238000,4,6
Who's That Chick? (feat. Rihanna),David Guetta,spotify:track:6qUSs4FDzZUdAhY6JDIJfa,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,201040,4,1
Talking to the Moon,Bruno Mars,spotify:track:1wVuPmvt6AWvTL5W2GJnzZ,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,217867,4,2
Kiss You,One Direction,spotify:track:4My8w8AA1JpG6E5SiAPvJL,0.637,0.93,4,-2.632,1,0.0511,0.0177,0.0,0.452,0.886,90.014,182867,4,4
Monster,Lady Gaga,spotify:track:2WgyOP8Z1D6GQYumCwH4Dk,0.694,0.801,9,-4.503,0,0.0441,0.00124,0.0,0.479,0.646,119.969,249280,4,4
Haluan sun palaavan - MGI Remix,Robin,spotify:track:4ct0UtaRlnyGvQHmX8ffGU,0.592,0.616,8,-6.782,1,0.0309,0.325,0.0,0.171,0.386,95.047,201653,4,5
Hetken maailma on tässä,PistePiste,spotify:track:4ikwdrSQRvQP7QwbwteCTQ,0.669,0.614,1,-9.764,1,0.0358,0.25,0.0,0.0478,0.729,89.986,194307,4,5
Kipua (Vain elämää kausi 5),Lauri Tähkä,spotify:track:3B9bSXCVczfyc1nkUQ7IgL,0.557,0.535,5,-6.665,1,0.0417,0.0158,6.31e-06,0.103,0.427,163.862,158640,4,2
Whiplash,Selena Gomez & The Scene,spotify:track:7wifn3Yf5ksPDJOjao5Xhb,0.58,0.959,2,-3.958,1,0.0893,0.0106,0.0012,0.0603,0.476,135.001,219560,4,2
Supernova,SANNI,spotify:track:2Ira0uvYaGKUAQijygMmON,0.577,0.658,11,-5.302,1,0.0383,0.00609,0.000163,0.118,0.256,125.85,292800,4,2
Jealous - Remix,Nick Jonas,spotify:track:5NQJnRpJHRaupdegphntQT,0.684,0.71,11,-3.614,0,0.0779,0.0132,0.0,0.444,0.451,93.007,222187,4,4
Scars To Your Beautiful,Alessia Cara,spotify:track:42ydLwx4i5V49RXHOozJZq,0.319,0.739,0,-5.74,1,0.272,0.0285,0.0,0.111,0.449,194.169,230227,4,2
Material Girl,Madonna,spotify:track:22sLuJYcvZOSoLLRYev1s5,0.742,0.883,0,-3.419,1,0.0329,0.333,7.51e-06,0.0964,0.978,136.506,240280,4,5
Mökkitie,Arttu Wiskari,spotify:track:6jN8PJP4SYnnz4BT8dn127,0.632,0.4,5,-8.215,1,0.0305,0.608,0.0,0.24,0.323,127.819,189240,4,6
Lupaan tulla pelastaa,Robin,spotify:track:0Tgmn8gB6i5kluBxdFkmkP,0.66,0.684,1,-5.974,1,0.0329,0.0523,0.0,0.204,0.627,121.07,212400,4,5
People Like Us,Kelly Clarkson,spotify:track:6zagr2zTjMf9XjndBR3l8v,0.598,0.799,6,-5.156,1,0.0349,0.041,0.0,0.157,0.596,127.975,259960,4,5
Swagger Jagger,Cher Lloyd,spotify:track:5ojIBrEAUKWkI5BSoWGGFu,0.663,0.84,2,-2.85,1,0.083,0.0132,0.0,0.496,0.609,128.071,192000,4,4
Fuulaa,Evelina,spotify:track:6KSrm7psP1KvqBRXcD42AS,0.644,0.8,7,-2.967,0,0.0949,0.0945,0.0,0.0928,0.154,143.676,236722,4,2
The Boy Does Nothing,Alesha Dixon,spotify:track:522GGnq0ZikjsxbiKFLy3D,0.632,0.972,3,-2.423,0,0.121,0.121,7.74e-05,0.0317,0.845,87.0,210680,4,1
Pocketful of Sunshine,Natasha Bedingfield,spotify:track:4hjuUelurEBKlqpJPJ77Iw,0.726,0.881,9,-3.892,0,0.0391,0.203,0.0,0.108,0.682,110.019,203440,4,1
Sweet Dreams,Beyoncé,spotify:track:2wNGoon7FlKnVEyYS1ZRBQ,0.693,0.822,1,-6.01,1,0.102,0.0995,1.73e-05,0.061,0.765,121.969,207480,4,5
All Night Long,Demi Lovato,spotify:track:4wODOg3NPt56JE0sB6d5hY,0.649,0.838,2,-4.138,0,0.078,0.216,0.0,0.638,0.964,139.962,194680,4,4
G.U.Y.,Lady Gaga,spotify:track:4rYLpaNFzt6pkQnrCvVHUw,0.616,0.919,5,-3.468,0,0.0401,0.0141,0.0,0.117,0.572,110.008,232667,4,1
Hukutaan,Arttu Lindeman,spotify:track:6kLzAzVG2cZdDMyvl1OkeS,0.666,0.67,9,-6.505,0,0.127,0.216,0.0,0.171,0.65,159.984,203427,4,1
Karkumatkalla (feat. Janna),Juno,spotify:track:1j4YI8dDRs7z1SVRZ7Hyaw,0.637,0.718,1,-5.724,1,0.32,0.356,0.0,0.109,0.405,95.009,230327,4,0
Everytime,Britney Spears,spotify:track:0dRhSF9LV0HR8Jwd3MMMKJ,0.398,0.284,3,-12.852,1,0.0337,0.966,8.57e-05,0.116,0.114,109.599,230307,4,6
Beautiful Liar,Beyoncé,spotify:track:76Y07hjDi7fjJnZKsQbEaF,0.765,0.754,8,-3.736,1,0.0764,0.0053,0.000286,0.157,0.404,91.973,199840,4,5
Beep,The Pussycat Dolls,spotify:track:5J58slQI9ku9125VhQ070L,0.94,0.742,7,-6.407,1,0.0425,0.00856,0.0,0.117,0.542,103.683,229360,4,5
Grow A Pear,Kesha,spotify:track:2ISUiwj8xXqHeUFcen0AIU,0.863,0.667,0,-3.891,1,0.0508,0.0154,0.000341,0.125,0.892,120.011,208867,4,5
"Introducing Me - From ""Camp Rock 2: The Final Jam""",Nick Jonas,spotify:track:74tQaH4CxM5Rs9BzerEbHr,0.513,0.496,11,-6.049,1,0.0511,0.46,0.0,0.106,0.676,113.072,186893,4,6
Reflection,Fifth Harmony,spotify:track:02y4CADbBLKy1dpFsSeay5,0.722,0.614,1,-4.519,1,0.191,0.5,0.0,0.0422,0.753,150.288,188560,4,5
Haluun sun palaavan,Robin,spotify:track:0yjurXcoMwLknB4mDYTgH4,0.654,0.431,9,-9.832,1,0.0234,0.635,0.0,0.117,0.457,95.052,234253,4,6
Undercover,Selena Gomez,spotify:track:3RrJTOClOgMAc9FQ7QDwv7,0.633,0.683,6,-6.61,0,0.119,0.0148,0.00028,0.129,0.734,128.0,233360,4,1
Kauniita yhdessä,Lucas,spotify:track:1lp36pXHDKWdsANztdBNV5,0.641,0.77,1,-4.725,0,0.0525,0.0282,0.0,0.285,0.528,91.974,194560,4,1
Kun sä lähdet,Mikael Gabriel,spotify:track:6O6S8IxdIERSkwRCjxwMCb,0.629,0.578,1,-9.079,1,0.106,0.0361,0.0,0.367,0.212,139.88,206227,4,2
Lips Are Movin,Meghan Trainor,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.775,0.825,7,-5.402,1,0.0464,0.0506,1.03e-06,0.111,0.95,139.091,182667,4,5
Oo se kun oot (feat. Paperi T),SANNI,spotify:track:6pNhhv4VcoQj9uA6oH3YZa,0.458,0.591,6,-5.151,0,0.061,0.0344,0.00198,0.304,0.352,84.9,241864,4,1
Me Against the Music (feat. Madonna) - LP Version / Video Mix,Britney Spears,spotify:track:7mS8RbJji2UZAaguRGsOCH,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,223773,4,1
Lähellä loppua,Kim Herold,spotify:track:60BLLWnPwhvPp9t6GKDiqG,0.404,0.231,2,-12.547,1,0.0327,0.842,0.00163,0.139,0.296,178.166,238680,4,6
Ain't Your Mama,Jennifer Lopez,spotify:track:2hgzdQdnfWwtdpZbhZlV72,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,218235,4,1
Vastatuuleen,Mikael Gabriel,spotify:track:0NEsHEHiHObAsTIaKLhkd9,0.69,0.354,4,-11.191,1,0.176,0.275,0.0,0.0466,0.405,169.869,191440,4,6
One Thing,One Direction,spotify:track:5G2c6FsfTzgYUzageCmfXY,0.713,0.718,2,-3.806,1,0.0278,0.00233,0.0,0.0838,0.656,126.999,197600,4,5
Kuule mua f. Kristiina Wheeler,Mikael Gabriel,spotify:track:5fEI1BTxirQMduso1FdE7S,0.669,0.785,8,-6.754,0,0.128,0.0735,0.0,0.0877,0.463,126.005,260507,4,1
It Girl,Jason Derulo,spotify:track:4fINc8dnfcz7AdhFYVA4i7,0.668,0.718,1,-4.736,0,0.0605,0.0165,0.0,0.104,0.345,91.993,192200,4,1
Good Girls Go Bad (feat. Leighton Meester),Cobra Starship,spotify:track:3es9la1RV8YqhVNdTHUz2c,0.594,0.874,0,-3.716,1,0.0815,0.0116,0.0,0.549,0.628,119.964,196413,4,4
Sorry,Justin Bieber,spotify:track:09CtPGIpYB4BrO8qb1RGsF,0.654,0.76,0,-3.669,0,0.045,0.0797,0.0,0.299,0.41,99.945,200787,4,1
Sparks,Hilary Duff,spotify:track:1Uon2YOOphIt6uuI9zBuNg,0.847,0.882,11,-4.536,0,0.0551,0.0416,0.000201,0.103,0.793,122.013,185920,4,1
Älä jätä mua,Mikael Gabriel,spotify:track:7C6MlEwb7dpyXiMgXqRPVd,0.682,0.752,7,-7.029,1,0.0919,0.0919,0.0,0.0822,0.363,89.982,295187,4,5
Kevyempi kantaa,Haloo Helsinki!,spotify:track:2VeL5ezgFikYKtKkclSxVQ,0.597,0.796,9,-6.128,0,0.0328,0.1,0.000125,0.125,0.37,102.045,276480,4,1
Paljon Onnee,Janna,spotify:track:4zsIsgBXMwMzK0PQDrHzqQ,0.67,0.73,0,-5.408,0,0.0643,0.0643,1.78e-06,0.118,0.539,119.981,239639,4,1
Evacuate The Dancefloor,Cascada,spotify:track:0jDWRUbxSn8zQlwFbeLHwo,0.762,0.702,0,-5.87,1,0.0432,0.0167,0.0,0.314,0.898,127.029,207200,4,5
2 Phones,Kevin Gates,spotify:track:0wdKiSBUT7aZkXUIdJWcwC,0.895,0.681,7,-5.267,0,0.358,0.157,0.0,0.189,0.554,121.918,240000,4,0
Vitun huora (feat. Asteriks & Vastis),Pyhimys,spotify:track:2p7uiGesWwDL3f7B1CALHX,0.77,0.831,3,-8.071,1,0.159,0.599,0.0,0.099,0.572,87.974,186013,4,5
Aina ku Aira,Pyhimys,spotify:track:4Q3SMydT4wLutUFpNCc2tI,0.702,0.696,0,-6.577,1,0.0798,0.431,3.5e-06,0.158,0.426,89.997,187987,4,5
100 Grandkids,Mac Miller,spotify:track:4z0PnuB07fxtVZZRWsCfxb,0.735,0.749,10,-3.766,0,0.0874,0.371,0.0,0.47,0.373,93.718,278507,4,4
Do It Again,Röyksopp,spotify:track:3dD1IVOxRjhMUOL0uHTvzt,0.616,0.671,5,-5.371,0,0.0537,0.00195,0.00425,0.0776,0.775,123.937,306324,4,1
Reminding Me,Shawn Hook,spotify:track:6n72bDAxbWOkWaJnlfQfIZ,0.569,0.564,9,-4.856,0,0.0429,0.0897,0.0,0.0816,0.254,132.794,209924,4,1
Give the Love Around,The Script,spotify:track:0SrrslErFxqDBR30B7LVSb,0.606,0.838,9,-5.5,1,0.0529,0.221,0.0,0.0922,0.659,91.02,264747,4,5
Me ollaan nuoriso,Pikku G,spotify:track:5S5RweUSo6AbetkBIKJ128,0.858,0.62,9,-7.005,0,0.0624,0.203,0.0,0.116,0.895,102.028,197600,4,1
Miks ei,Laura Voutilainen,spotify:track:4jZeZ18SaKIN8XHUCvr3Me,0.85,0.774,3,-5.911,0,0.0953,0.0854,0.0,0.0383,0.906,124.944,172391,4,1
FRIENDS,Marshmello,spotify:track:08bNPGLD8AhKpnnERrAc6G,0.626,0.88,9,-2.384,0,0.0504,0.205,0.0,0.128,0.534,95.079,202621,4,1
GUMMO,6ix9ine,spotify:track:4HbiCvH1R7mVOJ7KY7JQBD,0.66,0.775,2,-4.926,1,0.172,0.0553,0.0,0.129,0.635,157.036,157643,4,5
Audi.,Smokepurpp,spotify:track:4Iy73U3ZqfhF1cxPDRSMKp,0.793,0.366,7,-10.051,1,0.136,0.0214,0.0,0.0964,0.278,122.991,159522,4,5
Paramedic!,SOB X RBE,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,0.856,0.652,1,-5.324,1,0.143,0.177,0.0,0.193,0.471,97.017,219307,4,5
Big Shot (with Travis Scott),Kendrick Lamar,spotify:track:5cXg9IQS34FzLVdHhp7hu7,0.855,0.478,1,-9.116,1,0.193,0.00759,0.0,0.101,0.284,130.018,221827,4,0
X (with 2 Chainz & Saudi),ScHoolboy Q,spotify:track:4LmAnpjlhWTahvRkYR8xJa,0.768,0.471,2,-8.406,1,0.259,0.0201,0.0,0.268,0.405,131.023,267427,4,0
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,spotify:track:51rXHuKN8Loc4sUlKPODgH,0.645,0.705,1,-5.008,1,0.299,0.000813,0.0,0.128,0.376,137.133,229670,4,0
Look Alive (feat. Drake),BlocBoy JB,spotify:track:4qKcDkK6siZ7Jp1Jb4m0aL,0.922,0.581,10,-7.495,1,0.27,0.00104,5.86e-05,0.105,0.595,140.022,181263,4,0
Battle Scars,Lupe Fiasco,spotify:track:1hWYT0w2R0J19rlVkiez7X,0.517,0.811,5,-4.526,0,0.286,0.186,0.0,0.105,0.494,168.269,250320,4,0
For You (With Rita Ora),Liam Payne,spotify:track:5rlMVKnvE6ZSzNCs8ZyHqU,0.535,0.8,2,-4.569,0,0.0342,0.0183,0.0,0.421,0.175,113.023,242828,4,4
This Is Me,Keala Settle,spotify:track:2xGjteMU3E1tkEPVFBO08U,0.284,0.704,2,-7.276,1,0.186,0.00583,0.000115,0.0424,0.1,191.702,234707,4,2
Attention (feat. Offset),Rich Brian,spotify:track:16wWFYS9S4hKBk2Ofj3Ss6,0.884,0.547,11,-7.492,1,0.387,0.0438,0.0,0.124,0.425,158.019,170200,4,0
Sinitarraa,WIL,spotify:track:0kQI2mBs8VBgIKj5JtuchR,0.595,0.567,2,-6.336,1,0.0417,0.0151,0.0,0.189,0.216,159.8,172895,4,2
Finesse - Remix; feat. Cardi B,Bruno Mars,spotify:track:3Vo4wInECJQuz9BIBMOu8i,0.704,0.859,5,-4.877,0,0.0996,0.0185,0.0,0.0215,0.926,105.115,217289,4,1
Vedän sut henkeen,Antti Tuisku,spotify:track:3VaE1ukyTHQDnAH28aIK6l,0.595,0.731,1,-6.165,1,0.0652,0.311,0.0,0.0992,0.535,159.978,221194,4,5
Pray For Me,The Weeknd,spotify:track:6huNf4dutXRjJyGn7f5BPS,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41e-05,0.112,0.196,100.626,211421,4,5
KEKE,6ix9ine,spotify:track:0zl3PdjIl320fK0pxBGWNR,0.599,0.857,7,-5.7,1,0.299,0.0321,0.0,0.4,0.469,187.985,151915,4,0
Helium (Sia vs. David Guetta & Afrojack),Sia,spotify:track:2ludbmtPoyCPe2K08fAlFl,0.542,0.587,4,-6.145,1,0.035,0.0977,0.0,0.2,0.243,136.915,237372,4,2
Designer,Lil Pump,spotify:track:1LXbv9jiTtdBdHadZ317Gt,0.864,0.484,6,-9.159,0,0.344,0.205,0.0,0.248,0.534,160.052,144560,4,0
BabyWipe,Ski Mask The Slump God,spotify:track:6eKWSrZfzd25TYYxkscWgg,0.884,0.505,1,-8.322,1,0.265,0.0257,0.0,0.307,0.582,148.042,168627,4,0
White Sand,Migos,spotify:track:2KokOIKdw4zZutDil85Ugh,0.827,0.591,5,-7.504,0,0.0744,0.0307,0.0,0.273,0.402,142.113,202835,4,1
Mine,Bazzi,spotify:track:7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77e-06,0.451,0.717,142.929,131064,4,4
PICK IT UP (feat. A$AP Rocky),Famous Dex,spotify:track:3ncgNpxLoBQ65ABk4djDyd,0.921,0.467,1,-8.443,1,0.119,0.0149,0.000238,0.334,0.287,135.995,191252,4,5
BBO (Bad Bitches Only),Migos,spotify:track:4BHzHISX21PYwGXiBEUQ70,0.808,0.771,4,-5.719,0,0.0645,0.0413,1.29e-06,0.18,0.471,161.94,251859,4,1
Walk It Talk It,Migos,spotify:track:6n4U3TlzUGhdSFbUUhTvLP,0.907,0.633,2,-5.145,1,0.184,0.0876,2.6e-06,0.106,0.395,145.914,276147,4,5
Stir Fry,Migos,spotify:track:2UVbBKQOdFAekPTRsnkzcf,0.817,0.816,2,-5.402,1,0.269,0.00263,0.0,0.159,0.508,181.982,190288,4,0
Narcos,Migos,spotify:track:0wbnC9AUenxp613TYaJsGK,0.936,0.585,0,-6.914,1,0.125,0.0142,0.0,0.132,0.242,124.991,255379,4,5
Lössi,Gettomasa,spotify:track:2XruMFzX9m7Zup8LStQVlb,0.883,0.7,9,-4.63,0,0.156,0.162,5.37e-06,0.113,0.564,99.97,235500,4,1
Drugs & Pain,Tyla Yaweh,spotify:track:7v5tZiHSglBIeMU4jf1VC3,0.898,0.363,6,-8.877,1,0.17,0.226,0.0,0.0746,0.798,140.037,138057,4,0
"Mad World (feat. K.J. Apa, Camila Mendes & Lili Reinhart)",Riverdale Cast,spotify:track:1Q2z1qC6C0Db6nDFkwr9wd,0.476,0.343,3,-10.417,1,0.0339,0.59,0.0,0.128,0.239,171.764,188180,4,6
i Shyne,Carnage,spotify:track:0Rt2ekFM9bXqeAgR0TLZkz,0.776,0.732,8,-3.719,1,0.081,0.175,0.0,0.364,0.383,144.076,153351,4,5
God's Plan,Drake,spotify:track:6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,0.0332,8.29e-05,0.552,0.357,77.169,198973,4,4
Nowadays (feat. Landon Cube),Lil Skies,spotify:track:2u7mxWSeoqTXndK5e08jMp,0.745,0.646,6,-6.987,0,0.17,0.157,0.0,0.338,0.46,79.993,203908,4,1
Rewrite The Stars,Zac Efron,spotify:track:630sXRhIcfwr2e4RdNtjKN,0.684,0.619,10,-7.005,1,0.0386,0.0716,0.0,0.122,0.284,125.046,217440,4,5
Slingshot,Lil Xan,spotify:track:2gfKNyAHI4MBwBkkP3hXCE,0.938,0.813,7,-6.872,0,0.27,0.0624,1.23e-06,0.0801,0.73,122.984,90747,4,0
Mind Playing Tricks on Me,Geto Boys,spotify:track:63BokRfXSQhEU6Qi2dSJpZ,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997,308733,4,0
Everybody Dies In Their Nightmares,XXXTENTACION,spotify:track:3GVkPk8mqxz0itaAriG1L7,0.734,0.57,7,-7.066,0,0.133,0.847,2.14e-05,0.112,0.689,129.953,95467,4,1
Jättiläinen,Pyhimys,spotify:track:0ECAT7Yu90YumhfMP1F4eC,0.609,0.649,9,-5.766,1,0.0859,0.172,0.0,0.196,0.303,76.982,238325,4,5
DONTTRUSTME,3OH!3,spotify:track:5jzX4dWVQeBTtfBaXnMRt5,0.791,0.713,5,-3.742,0,0.254,0.0163,0.0,0.189,0.514,130.012,192573,4,0
All The Stars (with SZA),Kendrick Lamar,spotify:track:66kQ7wr4d2LwwSjr7HXcyr,0.705,0.628,5,-5.362,0,0.0489,0.0287,0.0193,0.0863,0.465,96.799,235540,4,1
Pimeyteen,Mikael Gabriel,spotify:track:7rhej63k3GAokc05uB7hNf,0.529,0.671,10,-5.458,1,0.0974,0.011,0.000171,0.137,0.7,81.301,196701,4,5
Loyal (feat. Lil Wayne & Tyga),Chris Brown,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,0.841,0.522,10,-5.963,0,0.049,0.0168,1.37e-06,0.188,0.616,99.059,264947,4,1
Hotel Room Service (feat. Nicole Scherzinger) - Remix,Pitbull,spotify:track:00tCftpJCfoWvP5DwD9EgE,0.779,0.726,6,-6.583,1,0.143,0.0102,0.0,0.0942,0.901,125.94,227853,4,5
Afro Trap Pt. 7 (La puissance),MHD,spotify:track:6wdI9sg2VdgjqSg0ozu9PK,0.97,0.806,8,-5.628,0,0.298,0.0955,0.0,0.133,0.815,120.003,140078,4,0
Find Me,Sigma,spotify:track:6xB7E0HOWznwiO0v56mqwD,0.584,0.805,5,-4.029,0,0.0465,0.0649,0.0,0.103,0.238,134.882,204444,4,2
All My People,Sasha Lopez,spotify:track:5WDrQbxcgQZb37VboHTdZL,0.787,0.898,11,-5.492,0,0.0593,0.0196,0.00342,0.957,0.809,127.958,232000,4,4
Traag,Bizzey,spotify:track:26rVJH5zUQ7Yihz6c850Sn,0.837,0.871,0,-4.319,1,0.0662,0.0929,0.02,0.099,0.646,99.992,189619,4,5
Popkorni,JVG,spotify:track:7mGdJWJETc696zijUeZ2FD,0.75,0.737,0,-4.89,1,0.0723,0.00595,0.000114,0.113,0.354,97.921,211789,4,5
Monaco,Aste,spotify:track:6Z4UPnU2Kwvws4CYN0kZbw,0.771,0.873,7,-4.386,0,0.11,0.442,0.0,0.235,0.428,90.997,204382,4,1
Bartier Cardi (feat. 21 Savage),Cardi B,spotify:track:75FDPwaULRdYDn4StFN2rT,0.909,0.546,8,-7.513,1,0.175,0.000704,0.000823,0.36,0.0986,138.043,224613,4,0
Look At Me!,XXXTENTACION,spotify:track:6eYxmK9fdL4hwLnXG2zY3s,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0
I Don't Wanna Do This Anymore,XXXTENTACION,spotify:track:5de9Ho64dovuQI8Uhn5gPD,0.433,0.778,4,-7.681,1,0.041,0.843,0.0,0.139,0.764,114.208,87561,4,6
U Said,Lil Peep,spotify:track:3F42FHouOY59SnSsyD2TAX,0.265,0.827,7,-4.661,1,0.104,0.0434,0.0,0.117,0.131,82.032,224053,4,2
Chill Bill (feat. J. Davi$ & Spooks),Rob $tone,spotify:track:5uDASfU19gDxSjW8cnCaBp,0.886,0.427,6,-10.028,1,0.145,0.0312,0.00099,0.0906,0.23,108.034,177184,4,5
Mama Always Told Me,G-Eazy,spotify:track:3DgoM4s0T7VoHEQkp3xUsW,0.747,0.714,6,-5.123,0,0.14,0.0169,0.0,0.138,0.461,144.969,191013,4,1
Pray For Me,G-Eazy,spotify:track:6wOCaV1MY8CN2ujNJSfr5z,0.77,0.502,5,-9.604,0,0.13,0.0614,0.0,0.069,0.305,127.946,207907,4,1
The Beautiful & Damned,G-Eazy,spotify:track:2WWruw7ul9N7eqoHELyMc2,0.656,0.804,8,-5.191,0,0.363,0.173,0.0,0.837,0.314,125.882,189307,4,4
Pick Me Up,G-Eazy,spotify:track:18bhLb1XbBQbRj9QAvIiHt,0.584,0.731,1,-6.209,1,0.209,0.114,3.48e-05,0.607,0.44,84.913,228960,4,4
Nowhere Fast (feat. Kehlani),Eminem,spotify:track:4xs1uoAjiWAEecX9yKGSF6,0.7,0.74,11,-4.617,1,0.184,0.254,0.0,0.0682,0.663,79.015,264173,4,5
Save That Shit,Lil Peep,spotify:track:0S0vWvyZ6Rc79TXkWxT9QA,0.534,0.583,2,-8.672,1,0.0288,0.0262,0.0,0.421,0.145,105.997,231547,4,2
Roll in Peace (feat. XXXTENTACION),Kodak Black,spotify:track:40oKW22ZNNkEdZLJTScaQI,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,213132,4,0
Plain Jane,A$AP Ferg,spotify:track:4dVpf9jZjcORqGTLUaeYj9,0.797,0.844,11,-5.482,1,0.275,0.0651,0.0,0.087,0.52,170.142,173600,4,0
do re mi (feat. Gucci Mane),blackbear,spotify:track:5s06GRv6uzSSHzzRbz179Y,0.746,0.647,8,-6.394,1,0.052,0.007,0.0,0.156,0.196,112.015,233705,3,3
But A Dream,G-Eazy,spotify:track:6sDCgB1Ulh7aw92mk0opyd,0.583,0.685,8,-6.978,1,0.425,0.162,0.0,0.0858,0.44,155.947,206427,4,0
Rubbin off the Paint,YBN Nahmir,spotify:track:6V4KHt9xu4TPEnDFoBeacT,0.734,0.751,1,-7.26,1,0.285,0.00529,0.0,0.183,0.56,161.997,159916,4,0
Betrayed,Lil Xan,spotify:track:6NWl2m8asvH83xjuXVNsuG,0.823,0.419,10,-10.358,0,0.165,0.416,0.0,0.105,0.277,119.958,187453,4,6
Better Off (Dying),Lil Peep,spotify:track:1tlrTC3x7viJ1U30oOFGdF,0.521,0.766,3,-4.693,1,0.0409,0.00835,0.0,0.155,0.196,74.987,154815,4,2
Revenge,XXXTENTACION,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,6
Look At Me!,XXXTENTACION,spotify:track:7floNISpH8VF4z4459Qo18,0.763,0.726,1,-6.405,1,0.282,0.259,0.0,0.0976,0.349,139.059,126346,4,0
Iced Out (feat. 2 Chainz),Lil Pump,spotify:track:1c5Lbn9mYwNYbnNiizw6D0,0.934,0.407,0,-8.058,1,0.345,0.00365,0.0,0.11,0.0793,140.024,192000,4,0
Next (feat. Rich the Kid),Lil Pump,spotify:track:1xjX4vrqHG1BWk2d91FUvq,0.755,0.56,1,-5.497,1,0.157,0.1,0.0,0.0778,0.587,78.033,148320,4,5
Transportin',Kodak Black,spotify:track:1WIZiOuNO3woKfdlSK2gNn,0.804,0.66,10,-4.86,0,0.0726,0.0319,0.0,0.103,0.257,94.053,169345,4,1
Gold Skies - Tiësto Remix,Sander van Doorn,spotify:track:2eN2ujxIAg5P0t2jkLs75P,0.536,0.972,2,-2.387,1,0.0737,0.000169,0.801,0.149,0.431,128.02,306133,4,7
Dreamer,Axwell /\ Ingrosso,spotify:track:0RTzJVkunbGwuRjXDFHnjf,0.627,0.847,10,-5.303,1,0.0352,0.0237,0.0,0.212,0.611,126.017,251147,4,5
Crown (with Camila Cabello & Grey),Camila Cabello,spotify:track:7qrMWXNwE1aD1o1sBnyIAh,0.498,0.608,7,-5.435,0,0.0733,0.221,0.0,0.121,0.123,169.936,201520,4,2
"American Dream (feat. J. Cole, Kendrick Lamar)",Jeezy,spotify:track:2j8MsmmNqmc6UBEA54KOlY,0.64,0.849,2,-5.684,1,0.153,0.058,0.0,0.303,0.64,76.983,249040,4,5
Need Me (feat. Pink),Eminem,spotify:track:6B2ERbVUDfIiUNXCWhjzFG,0.695,0.661,10,-7.2,1,0.0645,0.00525,0.0,0.286,0.513,104.979,265467,3,3
Tragic Endings (feat. Skylar Grey),Eminem,spotify:track:3xpTHrC1b6dmiLEeM5jO0z,0.665,0.769,4,-5.04,0,0.249,0.4,0.0,0.709,0.512,80.971,252027,4,4
Bad Husband (feat. X Ambassadors),Eminem,spotify:track:3GOjD8hwXOxbTF3apTqSqX,0.514,0.72,8,-5.189,1,0.322,0.0738,0.0,0.148,0.478,96.237,287893,3,3
