songs,artists,uris,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
Calma - Remix,Pedro Capó,spotify:track:5iwz1NiezX7WWjnCgY5TH4,0.826,0.773,11,-4.218,0,0.0524,0.323,0.0,0.143,0.761,126.899,238200,4,1
Asesina - Remix,Brytiago,spotify:track:59PYgzOiOjGDzjDT5N5oOX,0.825,0.69,10,-4.252,0,0.226,0.589,0.0,0.413,0.516,94.194,327467,4,0
Esclavo de Tus Besos,Manuel Turizo,spotify:track:3g4UyIcQwutiG0TfW32GnX,0.805,0.671,5,-5.316,1,0.111,0.113,0.0,0.278,0.522,90.979,219302,4,5
Aullando,Wisin & Yandel,spotify:track:7BuHdm4lQqcyG3qTwdkxus,0.8,0.74,10,-4.52,0,0.0479,0.184,0.0,0.0558,0.775,90.035,226200,4,1
Que Le De,Rauw Alejandro,spotify:track:08aYFNUTIOMGq93e2VSArQ,0.77,0.75,0,-2.715,1,0.0785,0.19,0.0,0.0618,0.609,99.997,225600,4,5
Nadie,Farruko,spotify:track:0REjFxlMJRQxPqWSdmXiAT,0.679,0.617,0,-5.328,1,0.12,0.19,0.0,0.0798,0.665,189.993,228760,4,5
Cama Vacia,Ozuna,spotify:track:6sR4WtcYJOCXzDsDfY9PwV,0.647,0.85,9,-2.185,0,0.212,0.132,1.15e-06,0.0809,0.316,175.797,201050,4,2
Sola,Manuel Turizo,spotify:track:675w3ACw5xZR3ODhUJlEVN,0.704,0.706,11,-5.233,0,0.111,0.483,0.0,0.0965,0.856,92.965,195044,4,1
No Te Enamores,Paloma Mami,spotify:track:0EJu1RBtxzldMG2peczuPv,0.806,0.735,7,-4.459,0,0.0425,0.587,0.00889,0.0812,0.353,100.101,183398,4,1
BEBE,6ix9ine,spotify:track:6mKs2kkBgvf090H566n1pd,0.635,0.902,0,-3.559,1,0.109,0.172,0.0,0.125,0.286,102.063,217822,4,5
¿Cual Es Tu Plan?,Bad Bunny,spotify:track:45jM2fuCq0NHD9p7xn0ptd,0.822,0.601,5,-5.418,0,0.297,0.415,0.0,0.0797,0.872,96.123,243700,4,0
Pineapple,KAROL G,spotify:track:2RXzzOxmBlffT81fjwBSVh,0.786,0.667,4,-4.835,0,0.066,0.0431,3.52e-06,0.393,0.679,94.94,178347,4,1
Soltera,Lunay,spotify:track:4T4CZ3Q4z3GG7lU720YYhM,0.779,0.731,5,-4.324,1,0.0399,0.445,0.0,0.252,0.847,91.991,213913,4,5
Con Calma,Daddy Yankee,spotify:track:5w9c2J52mkdntKOmRLeM2m,0.737,0.86,8,-2.652,0,0.0593,0.11,1.94e-06,0.0574,0.656,93.989,193227,4,1
Caliente,Darell,spotify:track:4pN7yDeBmmAud5lBtuCsVs,0.894,0.796,11,-3.119,0,0.0807,0.156,0.000106,0.118,0.408,99.993,240307,4,1
Callao,Wisin & Yandel,spotify:track:3gu0fRSgFuc4FmrtIv0DnC,0.73,0.836,3,-4.277,0,0.0409,0.0073,0.0,0.0371,0.879,92.043,219947,4,1
Sumba Yandel,Yandel,spotify:track:41TgO3NJn1B2cbebkpA6M5,0.759,0.777,11,-4.892,0,0.0417,0.112,0.0,0.127,0.891,94.032,208000,4,1
Bailando - Spanish Version,Enrique Iglesias,spotify:track:637bsehtpL2oJruOEL6lZ7,0.723,0.777,7,-3.503,1,0.108,0.0426,3.68e-06,0.0451,0.961,91.017,243413,4,5
Verte Ir,DJ Luian,spotify:track:4lzxJ4jCuFDXXGkE1LmpKR,0.857,0.647,11,-4.152,0,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,267500,4,1
MALA,6ix9ine,spotify:track:6AuTg5HcKndQ4baqOSBE2I,0.719,0.825,5,-3.627,0,0.0424,0.689,0.0,0.103,0.789,100.006,206550,4,1
Aunque Me Porte Mal,Ozuna,spotify:track:1wxjIhZIcFq3Rrk0zsxHp8,0.82,0.723,10,-3.611,0,0.0608,0.102,0.0,0.0976,0.785,95.988,201227,4,1
Te Robaré,Nicky Jam,spotify:track:4PJ3umtW1aWdfh5EITHc6T,0.673,0.752,2,-3.572,0,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,201818,4,1
Contra La Pared,Sean Paul,spotify:track:37eGbhE1xVFSvcKkqGb6i1,0.828,0.588,2,-7.14,1,0.118,0.0156,0.0,0.124,0.598,94.052,224681,4,5
Si Se Da,Myke Towers,spotify:track:5KbBGUpIZd6gVFUU8tqYiQ,0.83,0.71,11,-5.523,0,0.326,0.374,0.0,0.0877,0.703,93.977,237013,4,0
Pa Mí - Remix,Dalex,spotify:track:7g8YaUQABMal0zWe7a2ijz,0.688,0.62,11,-8.029,0,0.22,0.753,5.32e-06,0.157,0.727,170.011,360960,4,0
La Luz,Wisin & Yandel,spotify:track:53Zjas25qARnEB1mCtlsQH,0.794,0.748,10,-3.894,0,0.068,0.0368,0.0,0.077,0.806,97.049,225120,4,1
Imposible,Luis Fonsi,spotify:track:4cuGZb0iFyHtwaSKdKrJkF,0.783,0.738,11,-4.078,1,0.0741,0.127,0.0,0.127,0.925,90.976,164533,4,5
Desconocidos,Mau y Ricky,spotify:track:0s5DNDV6LAKn2u2Ufa3VjQ,0.709,0.771,7,-4.598,1,0.166,0.146,3.29e-06,0.249,0.709,174.006,204453,4,5
Desde el Corazón,Bad Bunny,spotify:track:1R2mapMAUiYqre6jcFX57g,0.739,0.663,10,-6.398,0,0.266,0.0529,0.0,0.198,0.368,180.025,127040,4,0
Caro,Bad Bunny,spotify:track:6it15CsDlkqB7N4lF0C1qM,0.651,0.575,0,-7.739,1,0.299,0.627,0.000202,0.0961,0.248,160.007,229456,4,0
Punto G,KAROL G,spotify:track:5Lb1pjnll07UQKxNpnnGBy,0.787,0.751,6,-4.738,0,0.0865,0.00796,0.000139,0.0857,0.926,165.961,181587,4,1
Calma,Pedro Capó,spotify:track:6aLJnupvPpT9HLv3xaUhe1,0.737,0.634,2,-5.331,1,0.0475,0.199,0.0,0.0803,0.55,126.926,180066,4,5
Vacia Sin Mi,Ozuna,spotify:track:4l0O19WwpjzbDGkdFtkQ6W,0.786,0.63,8,-6.456,0,0.301,0.358,0.00306,0.176,0.749,190.017,271105,4,0
A Solas - Remix,Lunay,spotify:track:1fXEkSum1vbTa3w0yvYzYW,0.62,0.744,6,-2.576,0,0.142,0.66,5.8e-06,0.141,0.589,180.014,273198,4,1
Mañana Es Too Late,Jesse & Joy,spotify:track:7ckO8bTkYT5YzwzwnZ6v5a,0.796,0.779,11,-3.293,0,0.0933,0.267,0.0,0.335,0.875,92.004,195227,4,1
Pa Mí,Dímelo Flow,spotify:track:4glDjeIwMMMfU9jw2vYRpL,0.722,0.584,11,-8.467,0,0.318,0.716,0.000321,0.115,0.646,169.981,210865,4,0
La Respuesta,Becky G,spotify:track:2fOjendzUzepHwR9QrVyYF,0.757,0.832,4,-3.674,0,0.229,0.127,0.0,0.167,0.53,180.05,182400,4,0
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,spotify:track:1WSGTYKLEpKfNQYYW5Oymt,0.541,0.468,10,-4.039,0,0.362,0.404,3.65e-06,0.358,0.69,95.266,158027,4,0
Baila Baila Baila - Remix,Ozuna,spotify:track:7mWFF4gPADjTQjC97CgFVt,0.785,0.572,2,-7.504,1,0.123,0.0598,0.0,0.218,0.49,100.016,235284,4,5
Solita,Sech,spotify:track:0tJCo71s7HT9Mu5Z4juuLw,0.679,0.831,2,-1.866,1,0.109,0.159,1.1e-06,0.097,0.88,88.793,219520,4,5
Con Altura,ROSALÍA,spotify:track:2qG5sZ7Si6sdK74qLxedYM,0.882,0.689,6,-4.027,1,0.124,0.39,0.00325,0.0501,0.746,97.963,161627,4,5
Bebé,Ozuna,spotify:track:0ulsRBiciReng91DhfVT9D,0.72,0.82,9,-5.821,1,0.113,0.579,0.000171,0.18,0.533,169.758,230320,4,5
No Te Veo - Remix,Casper Magico,spotify:track:0stKSegkdrfLTDvm5sIO38,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440,4,5
Borinquen Bella (feat. Zion & Lennox),Farruko,spotify:track:3UW4SUehKFC6qmaTZ3OiTp,0.794,0.731,9,-3.831,0,0.0717,0.16,0.0,0.0871,0.449,91.023,224653,4,1
La Cartera,Farruko,spotify:track:1g2Z2lOrwayOzDqOc8EfbR,0.771,0.796,10,-4.106,0,0.0798,0.0385,9.35e-06,0.218,0.636,87.985,289907,4,1
200 Mph,Bad Bunny,spotify:track:5jGUJXnELDaDTgiRjD9lsg,0.85,0.5,8,-6.708,1,0.0665,0.0139,0.000384,0.0947,0.816,160.02,170509,4,5
Me Gusta - Remix,Natti Natasha,spotify:track:17G9G5tBsdzmKmoHIh00sX,0.853,0.766,1,-3.527,0,0.0401,0.0247,3.4e-06,0.272,0.835,96.01,197013,4,1
Dónde Estarás,J Balvin,spotify:track:1ZxJkG775oka5RsH3Yuwv3,0.832,0.76,1,-7.588,1,0.113,0.0635,0.0124,0.0776,0.809,89.998,191547,4,5
Llégale,Lunay,spotify:track:4vK8Kvyw1mabkMXJqbZOZT,0.595,0.787,9,-4.469,1,0.0523,0.211,0.0,0.0732,0.57,179.945,253333,4,2
Soltera - Remix,Lunay,spotify:track:1c0hsvHLELX6y8qymnpLKL,0.795,0.783,5,-4.271,1,0.0432,0.361,0.0,0.437,0.799,92.01,266087,4,5
Tu Sabes,Bryant Myers,spotify:track:232WtuEkV50XjKACoQdown,0.665,0.82,1,-5.47,1,0.0917,0.0137,1.76e-06,0.126,0.568,87.932,236693,4,5
Hola Señorita,GIMS,spotify:track:71MEWIf4Itr8Pd9OW5Mq7q,0.588,0.796,0,-3.945,0,0.262,0.386,0.0,0.198,0.546,192.128,206853,4,0
No Siento Nada,Miky Woodz,spotify:track:3lsGx2tJnbeGeR1U3xYZGS,0.744,0.814,8,-4.922,1,0.0996,0.0807,0.0,0.0491,0.919,172.023,217693,4,5
Yo No Me Enamoro,Dalex,spotify:track:3FdkRNFRVrgd9rkFUDni3y,0.74,0.789,10,-4.478,0,0.172,0.231,0.0,0.196,0.789,179.873,211667,4,1
No Me Conoce - Remix,Jhay Cortez,spotify:track:7rknFhrVDyxzTJkPSf7LoW,0.794,0.79,10,-3.855,0,0.0599,0.144,0.0,0.0893,0.577,91.984,307547,4,1
11 PM,Maluma,spotify:track:7KbF6AdprOXEEHlsq11Z6d,0.777,0.712,10,-4.84,1,0.277,0.217,0.0,0.091,0.68,95.692,175733,4,0
Guayo,Zion & Lennox,spotify:track:4MR1AZhe1p0zTuH2HGhX9L,0.774,0.774,9,-4.19,1,0.0516,0.233,7.76e-05,0.138,0.489,95.998,222302,4,5
Ven y Hazlo Tú (feat. Arcángel),Nicky Jam,spotify:track:3NbwRR74N1FykCWETcEk3j,0.77,0.691,11,-5.624,0,0.217,0.365,0.0,0.34,0.363,127.795,262500,4,0
Quiero Mas,Ozuna,spotify:track:1aYcpI8hXtpAEdBq8fp1pH,0.768,0.821,7,-4.7,1,0.0437,0.0256,3.17e-06,0.165,0.516,94.011,244293,4,5
Mi Llamada (Remix),Lyanno,spotify:track:78i2QPC8prEzftYZrBjKOM,0.745,0.711,6,-5.494,0,0.0851,0.195,0.0,0.197,0.71,137.002,414320,4,1
Callaita,Bad Bunny,spotify:track:2TH65lNHgvLxCKXM3apjxI,0.61,0.624,2,-4.773,1,0.309,0.6,2.12e-06,0.243,0.244,176.169,250534,4,0
Comerte A Besos,Justin Quiles,spotify:track:3ffOuCtt8HjBwOsMbnzqTO,0.798,0.721,11,-4.586,1,0.158,0.152,0.0,0.0814,0.509,88.04,230320,4,5
Encantadora,Yandel,spotify:track:7LABrQFfRYcZUqUwng0Heb,0.662,0.874,8,-4.509,1,0.0471,0.147,0.0,0.141,0.926,169.943,240093,4,5
Amor Genuino,Ozuna,spotify:track:3xEozpt8pAptvpH69iJhOw,0.434,0.314,10,-7.78,0,0.0577,0.786,0.0,0.163,0.347,175.077,178160,4,6
Haciéndolo,Ozuna,spotify:track:1QAdhn27qnsVDFc7ZZZ0Ag,0.648,0.804,4,-4.189,0,0.0482,0.0574,1.7e-05,0.376,0.607,180.055,232507,4,1
Te Soñé de Nuevo,Ozuna,spotify:track:4oPnxZzoc8HM5Pva4FDeIp,0.851,0.585,5,-5.789,0,0.105,0.0913,0.0,0.0742,0.699,84.0,198187,4,1
No Puedo Olvidarte (feat. Nicky Jam),Maluma,spotify:track:6MioLOuoT4Bb5fDB8VTlcP,0.798,0.641,7,-3.131,0,0.187,0.129,0.0,0.0838,0.766,92.966,191307,4,1
Otro Trago,Sech,spotify:track:1Ej96GIBCTvgH7tNX1r3qr,0.746,0.7,0,-4.669,1,0.341,0.136,0.000159,0.11,0.619,176.044,225933,4,0
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,spotify:track:6osaMSJh9NguagEDQcZaKx,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,185195,4,0
Estamos Arriba,Bad Bunny,spotify:track:0bCPJsVGDxPYwQMDZMi4NW,0.853,0.818,11,-3.6,1,0.0922,0.186,0.000255,0.18,0.546,149.839,225694,4,5
No,Milly,spotify:track:2GsVvmnWA33ZRjcTOoCgi4,0.727,0.688,4,-4.662,0,0.113,0.254,7.89e-05,0.294,0.544,98.212,245987,4,1
Pa’ Que Sude,Sech,spotify:track:30vMTdUJCBlQCO8c9f34e7,0.783,0.549,7,-6.435,1,0.0757,0.547,0.00232,0.13,0.105,89.873,156000,4,6
Bebesita,KAROL G,spotify:track:69XHHNUwwgm7I0dlfqaGJS,0.714,0.826,7,-3.897,0,0.0385,0.319,1.6e-05,0.216,0.742,91.997,185053,4,1
Instinto Natural (feat. Sech),Maluma,spotify:track:63LC0DlzmPd9TOYON8blfc,0.812,0.683,1,-3.483,0,0.0818,0.161,2.58e-05,0.174,0.87,154.028,194320,4,1
Tú No Amas,Mambo Kingz,spotify:track:5J64qSSq0VZuh0CiI9o9Nq,0.803,0.589,11,-5.889,1,0.0954,0.442,1.15e-06,0.634,0.562,140.057,273321,4,4
Latina (feat. Maluma),Reykon,spotify:track:00Ia46AgCNfnXjzgH8PIKH,0.826,0.713,9,-4.017,0,0.129,0.0748,0.0,0.331,0.75,102.071,226739,4,1
Peligrosa,J Balvin,spotify:track:3Nkqp3NSGWMXVVO08zGpN7,0.769,0.759,6,-4.393,0,0.051,0.0545,0.000628,0.101,0.68,105.993,202347,4,1
Inolvidable - Remix,Carbon Fiber Music,spotify:track:3hazEE9XW0nkDl8J55uarH,0.663,0.806,8,-4.102,0,0.058,0.144,0.00108,0.342,0.866,172.006,279370,4,1
La Bicicleta (feat. Maluma) - Remix,Carlos Vives,spotify:track:7IRuf7FrdQvOGs0g9mSNGr,0.598,0.917,0,-3.455,1,0.159,0.117,0.0,0.398,0.575,180.049,254069,4,2
HP,Maluma,spotify:track:1LIqNVhaIgxXUt2eVoIQJ3,0.837,0.791,4,-3.157,0,0.0773,0.252,1.14e-06,0.188,0.618,91.98,184436,4,1
No Se Me Quita (feat. Ricky Martin),Maluma,spotify:track:1GBLO0NFODuL31A5fgw0uR,0.864,0.869,7,-2.963,1,0.139,0.146,0.0,0.063,0.853,99.988,219933,4,5
Cambio,Ozuna,spotify:track:3cg9A9GVyZAT2CPevqWr65,0.548,0.542,11,-6.839,0,0.139,0.274,0.0,0.0967,0.649,174.043,370492,4,1
Shorty,Justin Quiles,spotify:track:5DVpoOmV72XYi02IrbX4KO,0.689,0.84,10,-3.595,1,0.0561,0.0982,0.0,0.0851,0.961,173.928,184153,4,5
QUE PRETENDES,J Balvin,spotify:track:25ZAibhr3bdlMCLmubZDVt,0.639,0.791,10,-4.443,0,0.253,0.0275,0.0,0.362,0.939,92.603,222347,4,1
Muito Calor,Ozuna,spotify:track:5uVgsAzjO6eJR06VPrqUga,0.814,0.863,9,-2.885,1,0.0589,0.116,0.000226,0.0736,0.597,98.048,185147,4,5
Rebota - Remix,Guaynaa,spotify:track:3dWpRjCmaHbroNahuSeX11,0.885,0.857,0,-2.279,0,0.204,0.205,0.0,0.671,0.818,90.025,262000,4,4
La Boca,Mau y Ricky,spotify:track:0UQwlF2pRkr1lMN6kNNUj3,0.618,0.795,2,-1.8,1,0.113,0.0655,0.0,0.309,0.76,185.901,206279,4,2
Devuelveme,Ozuna,spotify:track:5uvucCRBTkxv7VxIDLOqe7,0.744,0.769,11,-4.112,1,0.156,0.554,6.96e-06,0.102,0.784,175.999,188907,4,5
Pa Olvidarte (feat. Manuel Turizo) - Remix,ChocQuibTown,spotify:track:2ktoFujjJtantyMoVdBJlX,0.724,0.791,7,-5.411,1,0.169,0.0441,6.55e-06,0.239,0.856,176.011,256418,4,5
Que Mas Pues - Remix,Sech,spotify:track:7fODjB7BrQTGqh0hogW6XD,0.647,0.661,11,-5.027,1,0.2,0.121,2.27e-06,0.12,0.811,113.358,305962,5,5
Cúrame (feat. Manuel Turizo),Prince Royce,spotify:track:6rXxAohZzTDsP5KT3IDFIU,0.758,0.629,10,-5.579,1,0.0852,0.463,1.8e-06,0.113,0.575,97.006,203923,4,5
Veneno,Danny Ocean,spotify:track:19vrzibX1lFlT2V2ToVQkv,0.73,0.664,2,-6.872,0,0.0346,0.372,0.0,0.225,0.719,95.005,222511,4,1
Vuelve,Daddy Yankee,spotify:track:0gCPvo1GkbtPhMqg5Gbx1K,0.734,0.531,1,-5.662,1,0.0321,0.196,0.0,0.119,0.199,130.024,279613,4,5
Qué Más Pues,Sech,spotify:track:5O3cRP4ZHC9vvVIHtET1f0,0.563,0.565,8,-5.514,0,0.376,0.065,0.000169,0.0855,0.818,169.842,203667,4,0
China,Anuel AA,spotify:track:2ksOAxtIxY8yElEWw8RhgK,0.786,0.808,7,-3.702,1,0.0882,0.0846,0.000289,0.0822,0.609,105.027,301714,4,5
Otro Trago - Remix,Sech,spotify:track:4bTZeO72FwMa6wKOiqoynL,0.725,0.79,0,-2.331,1,0.197,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4,5
COMO UN BEBÉ,J Balvin,spotify:track:7knLcYCOSaURD0d7HUULFM,0.825,0.807,6,-5.753,1,0.0949,0.0732,4.79e-06,0.138,0.816,103.053,218827,4,5
Good Vibes,Fuego,spotify:track:6EL3z6qHqgvskv0IkeI1LP,0.827,0.618,7,-3.97,1,0.0598,0.0422,7.54e-06,0.102,0.194,100.001,237973,4,5
"Yo x Ti, Tu x Mi",ROSALÍA,spotify:track:7BlBVFwvbWvcwNcUarQmjk,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.143,0.579,91.952,201040,4,5
Sucia,Suave,spotify:track:1fdLtwti8c8OlkLo7BW6Pt,0.891,0.874,1,-5.009,0,0.279,0.16,5.01e-06,0.0758,0.96,82.991,202125,4,0
Adicto (with Anuel AA & Ozuna),Tainy,spotify:track:3jbT1Y5MoPwEIpZndDDwVq,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,1
Atrévete,Nicky Jam,spotify:track:26Qhn2T88XqVinXQpmSarj,0.552,0.675,11,-3.824,1,0.297,0.311,0.0,0.119,0.586,183.785,198320,4,0
Sexto Sentido (feat. Bad Bunny),Gigolo Y La Exce,spotify:track:1XDBrOUa5swy7lhO06mggm,0.715,0.615,5,-5.475,0,0.0686,0.41,0.0,0.126,0.52,140.977,227291,4,1
Deséame Suerte,Jhay Cortez,spotify:track:0dG7rYBDUEPhfqdwaCEhq0,0.738,0.621,4,-5.145,0,0.0429,0.18,9.75e-05,0.117,0.515,94.028,208453,4,1
No Lo Trates,Pitbull,spotify:track:4gqMVEJSaL5nNeKj5WmVoT,0.834,0.808,11,-2.597,1,0.0542,0.0569,0.00052,0.222,0.829,104.026,198453,4,5
Marinero,Maluma,spotify:track:6x5LBP3nYXVdIDoomChGr3,0.58,0.491,7,-5.156,1,0.0473,0.683,0.0,0.122,0.843,83.81,189133,4,6
Qué Pena,Maluma,spotify:track:5099x34vBakWpGkHourFxP,0.635,0.661,11,-6.425,0,0.364,0.102,0.0,0.336,0.858,126.15,212711,5,0
Si Te Vas,Sech,spotify:track:6Y4PDQv4XjYjHLeLmvyOt0,0.73,0.644,0,-4.124,1,0.132,0.0933,4.56e-06,0.143,0.554,174.101,204907,4,5
Quizas,Rich Music LTD,spotify:track:5Id5B3dxJZhPcV9GzgYZZe,0.727,0.815,3,-2.454,1,0.153,0.0258,0.0,0.231,0.677,176.075,216067,4,5
Te Quemaste,Manuel Turizo,spotify:track:4fj7e6Tc48Bmomwyz2Z2XC,0.729,0.773,0,-2.486,1,0.131,0.611,0.00106,0.287,0.718,176.053,199091,4,5
Bailemos,Manuel Turizo,spotify:track:1ScD7XQYCKmJ3fdNh71lUE,0.772,0.626,1,-5.107,0,0.124,0.132,0.0,0.0862,0.895,169.934,206295,4,1
Indeciso,Reik,spotify:track:59s0s39NFWScuHDbHytI14,0.738,0.748,0,-4.902,1,0.0453,0.182,0.0,0.11,0.896,94.949,217253,4,5
Bellaquita,Dalex,spotify:track:1tpbAGsGpZee5jDHMcLrUJ,0.584,0.698,8,-3.961,1,0.106,0.09,6.87e-05,0.171,0.765,166.047,204787,4,5
Si Se Da - Remix,Myke Towers,spotify:track:6K5BsR04ijf3FHNzjbaagD,0.817,0.672,11,-5.612,0,0.299,0.441,0.0,0.13,0.774,93.999,332240,4,0
Nadie (feat. Sech & Sharo Towers) - Remix,Farruko,spotify:track:6pNjmMB8FTMEcqGSgs7Mji,0.764,0.753,0,-3.964,1,0.0779,0.308,0.0,0.118,0.714,95.109,270187,4,5
Uniforme,Rich Music LTD,spotify:track:0wMs7DPFOnToNAoecvAFQc,0.739,0.863,9,-3.667,1,0.139,0.0656,0.0,0.254,0.773,173.946,279280,4,5
A Tu Manera [CORBATA],Sofía Reyes,spotify:track:7ylkmI5exdKG5Myo7DuH2p,0.728,0.767,5,-3.806,0,0.0871,0.0253,0.0,0.171,0.565,176.148,174545,4,1
Miss Lonely - Dimelo Flow Remix,Sech,spotify:track:1ndlOUUT3Eq1SDCSdKJASw,0.651,0.711,0,-5.461,1,0.164,0.176,0.0,0.024,0.719,81.907,240366,4,5
Resort,Farruko,spotify:track:5YdSlUuV4hAUJvv91bAKup,0.652,0.71,1,-5.762,0,0.186,0.637,0.0,0.175,0.539,172.091,204627,4,0
La Cama,Lunay,spotify:track:5CQzOnFWI0liUblbHYVNge,0.7,0.904,2,-2.826,0,0.0568,0.2,0.000471,0.182,0.816,173.973,189296,4,1
Hola,Dalex,spotify:track:65wLNgku2IZUjKjc2MNGjX,0.566,0.539,0,-7.798,0,0.311,0.605,1.01e-05,0.112,0.461,91.021,225000,4,0
Falsas Promesas,Sech,spotify:track:6ATIufHUOw1R1A4q46BqrN,0.441,0.737,8,-5.234,1,0.0665,0.427,0.000871,0.13,0.865,90.005,206607,4,5
La Forma en Que Me Miras,Super Yei,spotify:track:6t94PGXYAuo9GbJEnMpPcW,0.656,0.662,1,-1.387,1,0.191,0.149,8e-06,0.16,0.573,189.983,307435,4,2
Darte Remix,Alex Rose,spotify:track:6wxZq37sANWYDJiDN5khyL,0.809,0.634,9,-6.432,0,0.0833,0.147,1.85e-06,0.532,0.601,154.979,512060,4,4
Déjate Llevar,Alex Rose,spotify:track:1g4h47nGXrMyaRP7Za4Fuy,0.631,0.615,8,-6.857,0,0.194,0.291,0.0,0.102,0.428,159.966,243036,4,0
Reggaetón en lo Oscuro,Wisin & Yandel,spotify:track:7LLXLd0pisbEAdIVK502VM,0.747,0.898,1,-3.683,1,0.0709,0.0613,1.66e-06,0.0886,0.689,91.97,208947,4,5
AY! (feat. VICE MENTA),Mario Bautista,spotify:track:5oqjBjNmGwA4bIH0zmrluw,0.823,0.795,1,-3.428,0,0.0708,0.092,6.96e-06,0.0621,0.661,100.039,188134,4,1
RITMO (Bad Boys For Life),Black Eyed Peas,spotify:track:6cy3ki60hLwimwIje7tALf,0.721,0.716,10,-7.037,0,0.0657,0.0334,0.00084,0.237,0.667,104.994,221714,4,1
FRESH KERIAS,Feid,spotify:track:6TvNO32huOBlWG5o69i1v7,0.741,0.584,8,-4.446,1,0.283,0.295,9.62e-05,0.152,0.734,186.096,272800,4,0
Princesa,TINI,spotify:track:1ubDiR5IoDFOk1DOtXdWfL,0.694,0.82,7,-4.859,0,0.122,0.227,0.0,0.268,0.504,178.043,203520,4,1
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",Justin Quiles,spotify:track:1ndyl3wJCFs872XZ3ztPk6,0.743,0.709,3,-3.922,0,0.0879,0.0451,5.18e-06,0.0809,0.831,170.001,258600,4,1
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dímelo Flow,spotify:track:684EjRHwNsZQ9hCQxL4NYL,0.747,0.647,9,-3.234,1,0.0737,0.113,0.0,0.112,0.478,87.988,233113,4,5
Tusa,KAROL G,spotify:track:7k4t7uLgtOxPwTpFmtJNTY,0.803,0.715,2,-3.28,1,0.298,0.295,0.000134,0.0574,0.574,101.085,200960,4,0
Hasta Que Salga el Sol,Ozuna,spotify:track:0dDboLfmRNsTBscy4j3Rnl,0.826,0.816,1,-4.608,0,0.0683,0.0201,0.000939,0.127,0.598,96.042,188480,4,1
Vete,Bad Bunny,spotify:track:5DxXgozhkPLgrbKFY91w0c,0.886,0.672,1,-4.394,1,0.188,0.0363,8.78e-06,0.101,0.526,91.976,192024,4,5
Whine Up,Nicky Jam,spotify:track:2pWOMNQJW3g2zmGjP0Vkb0,0.817,0.665,9,-6.224,0,0.0758,0.0549,0.0,0.103,0.662,104.957,215460,4,1
Aventura,Lunay,spotify:track:37zdqI4r1gswIzczSBkRon,0.729,0.726,5,-3.208,1,0.0422,0.223,0.0,0.101,0.876,92.025,217130,4,5
Nada,Cazzu,spotify:track:7DOh0tBGnyMt6C5OO7o8Yq,0.898,0.543,6,-8.317,0,0.121,0.343,0.000623,0.338,0.359,98.992,305114,4,1
Sígueme - Remix,Feid,spotify:track:7IpRYJ71dk98P0SmgnNLYh,0.685,0.515,1,-5.662,0,0.241,0.62,6.44e-05,0.107,0.664,86.492,201813,4,0
Piensan,Haze,spotify:track:0i9oiUkWOgvtnjkr0fa3XN,0.677,0.722,2,-4.443,0,0.0626,0.538,0.0,0.11,0.786,172.0,173452,4,1
Música,DJ Luian,spotify:track:4xvTPuwHaXoDM3p0QcY7bH,0.788,0.82,1,-4.346,0,0.169,0.22,0.000203,0.0799,0.854,177.927,223815,4,1
Te Quiero Ver (feat. Polimá Westcoast y Young Cister),Ceaese,spotify:track:4YQieyZIxrHaDiAPQosmoP,0.769,0.839,7,-3.765,0,0.0607,0.411,0.0,0.324,0.547,90.019,205189,4,1
Ontas - Remix,Alex Rose,spotify:track:3eryxfaMcUhQbAk2JbxfbN,0.872,0.665,1,-5.807,1,0.082,0.374,0.0,0.0939,0.77,89.992,290578,4,5
"La Isla (with Sech & Dalex feat. Justin Quiles, La Exce, Feid, Zion)",Dímelo Flow,spotify:track:0UfVfRSmy4xMyi67LKH5zZ,0.794,0.777,5,-2.457,0,0.18,0.433,0.0,0.579,0.811,90.032,266774,4,4
La Duda,Jory Boy,spotify:track:2JCBWT9nvDk04JWDFDlvQB,0.755,0.688,4,-4.8,0,0.0786,0.285,3.07e-05,0.0891,0.368,90.018,213440,4,1
No Te Vayas,J Alvarez,spotify:track:6g0b4qjZGLvHZSVzzwzRCx,0.731,0.762,1,-5.413,0,0.0459,0.17,1.96e-06,0.342,0.765,91.997,204107,4,1
Infeliz,Arcangel,spotify:track:4z6wo6PJG4Fve45OXK6D9m,0.713,0.798,1,-3.147,1,0.219,0.366,4.3e-06,0.246,0.721,176.073,221103,4,0
